PN,PS,DN,DS
5,9,1,0
20,11,0,5
12,6,0,0
9,3,1,0
12,3,2,1
5,1,2,3
3,5,1,0
8,2,0,2
11,4,2,1
5,2,0,1
7,6,0,4
3,2,0,0
2,1,0,0
9,5,0,3
2,0,0,0
6,5,0,0
9,12,2,6
0,4,0,0
21,18,5,5
12,6,8,3
3,3,3,0
4,2,0,1
17,20,3,4
12,11,0,3
4,2,1,3
17,15,2,3
4,4,0,0
10,2,4,0
6,12,0,3
1,2,0,2
7,7,0,1
5,7,1,1
1,2,0,0
8,8,0,1
8,3,1,7
6,7,2,0
2,2,0,0
11,2,1,2
2,12,0,4
3,5,0,1
6,11,1,2
2,2,0,1
6,6,0,1
31,24,2,3
10,5,1,0
19,5,0,2
7,4,1,4
5,12,0,1
16,17,5,4
8,3,1,0
12,6,2,4
39,29,9,7
5,6,2,0
37,21,8,1
7,1,1,2
9,3,1,1
11,8,1,2
23,13,1,8
14,14,2,2
19,15,2,5
11,5,1,5
2,3,4,0
8,4,1,0
3,3,0,0
1,2,1,0
13,6,0,1
2,5,0,3
30,14,6,5
5,7,2,0
4,1,2,0
2,2,0,1
3,7,2,4
20,9,1,2
6,8,0,1
17,7,4,3
2,4,0,3
2,2,2,0
7,17,0,4
18,10,3,2
62,34,7,8
14,8,4,0
12,7,3,4
24,3,5,4
14,3,4,4
9,6,0,1
12,10,3,0
23,10,4,1
22,15,9,8
28,15,2,5
18,13,1,4
10,8,2,4
9,4,1,0
15,12,3,6
6,9,0,1
7,2,1,2
16,9,2,1
5,13,2,2
5,1,4,2
7,4,1,2
2,0,0,0
8,2,3,2
6,9,1,0
17,15,4,7
3,2,0,0
6,8,1,2
2,1,1,0
9,6,1,1
3,8,1,0
3,5,1,4
11,2,1,0
4,10,1,1
4,6,0,1
16,9,1,4
0,2,1,0
1,6,0,1
9,11,4,2
20,9,3,2
7,7,0,4
19,14,7,4
5,8,0,1
3,1,0,0
18,18,0,3
8,17,1,0
7,7,2,3
6,3,0,0
75,49,23,8
20,15,4,1
8,6,0,1
2,1,1,0
8,5,0,0
97,58,28,44
12,5,2,2
16,8,3,2
4,3,0,1
5,0,1,1
14,3,7,2
6,2,7,1
2,2,0,2
10,6,1,2
6,4,2,5
6,2,0,0
1,1,0,1
4,6,0,1
16,23,1,2
13,14,2,3
5,5,0,2
9,4,2,0
14,6,2,0
9,11,0,1
8,2,0,0
6,4,0,1
5,4,0,3
32,29,4,5
9,1,0,1
10,13,0,7
3,8,1,4
8,2,1,2
8,1,0,1
11,14,1,2
11,4,4,1
21,23,4,3
28,7,6,5
15,7,1,4
26,50,1,10
6,2,2,1
7,3,5,5
5,3,1,1
8,4,2,1
60,27,28,14
6,5,3,1
6,6,0,1
7,1,1,0
14,9,4,3
8,5,0,1
2,0,0,1
2,4,0,4
13,19,1,7
13,23,3,5
9,10,7,3
18,11,3,1
20,21,4,0
7,1,3,1
13,11,1,3
103,71,21,16
30,23,10,2
51,35,5,0
7,10,2,0
14,7,1,3
42,9,2,0
18,23,3,4
15,9,3,1
4,4,3,1
3,3,2,0
5,6,2,1
6,8,1,0
14,5,5,2
4,3,0,0
6,4,0,4
13,4,2,0
11,4,2,1
7,8,3,3
12,9,3,1
5,10,6,1
1,3,1,0
2,2,0,2
0,0,3,5
7,6,4,2
21,14,0,1
10,12,2,3
11,12,2,4
1,2,0,3
24,10,3,5
24,19,3,2
9,4,2,3
41,38,20,22
15,8,1,1
43,25,5,4
2,2,2,0
16,10,4,7
6,5,1,0
7,12,1,1
15,12,2,5
9,5,0,1
4,4,1,1
6,1,1,1
6,1,1,0
12,6,0,0
21,22,3,6
1,1,0,2
11,10,0,1
5,5,0,0
5,4,0,2
0,2,0,0
6,13,1,0
14,13,1,1
4,20,0,9
89,41,19,15
103,101,25,29
24,11,3,3
258,192,90,57
7,8,0,0
7,24,3,2
6,7,1,3
12,12,14,23
9,2,6,9
5,3,7,6
6,5,2,4
16,9,2,0
12,5,8,15
0,4,0,1
1,2,0,0
4,9,0,1
22,15,9,5
2,7,0,1
25,13,5,4
22,7,11,8
0,4,5,5
14,8,3,2
5,6,0,1
6,5,0,3
3,2,0,4
7,11,0,5
2,2,2,1
6,3,1,1
10,9,6,0
1,4,4,2
13,4,1,1
38,38,7,4
15,15,2,0
10,2,3,3
14,16,4,0
5,3,0,1
5,4,3,7
15,9,2,4
24,28,3,4
12,2,3,2
18,10,0,5
12,9,9,7
19,5,2,0
13,10,1,4
21,5,2,0
28,26,2,7
7,1,2,2
1,5,0,0
7,9,0,2
5,10,1,1
10,7,1,0
8,12,0,4
13,6,4,1
7,9,3,1
18,12,3,3
7,8,1,0
17,7,6,1
25,9,3,1
3,1,1,2
17,1,2,0
1,0,2,2
5,8,1,1
0,0,9,0
19,12,0,0
17,5,2,1
9,4,7,0
15,7,0,1
17,6,6,0
5,8,3,2
7,5,3,1
16,4,1,1
18,6,3,0
0,0,4,3
7,2,4,0
15,3,1,0
15,3,3,1
18,4,2,1
12,3,3,5
11,2,2,1
11,6,2,0
3,4,0,0
5,2,2,2
1,2,0,0
19,8,3,0
10,8,0,1
15,7,8,1
24,5,0,0
18,10,1,2
16,7,2,1
19,5,5,0
19,3,4,0
12,9,0,0
10,7,2,0
21,15,5,4
21,6,3,1
22,3,6,2
16,6,5,0
12,8,2,1
13,5,2,1
17,4,7,2
18,10,1,0
16,5,3,0
13,2,1,0
10,3,2,2
13,8,4,1
17,4,4,1
25,10,0,0
0,0,8,4
0,0,3,1
0,0,2,1
0,0,2,1
3,2,4,0
6,3,3,1
12,5,3,1
3,2,3,0
29,13,1,2
13,8,1,2
9,7,4,9
8,5,0,1
21,2,3,7
12,11,0,1
12,10,0,1
7,9,0,2
0,1,0,1
117,53,26,31
13,6,1,0
3,5,0,1
1,3,0,2
20,8,0,3
73,51,5,9
5,1,0,0
11,5,0,3
19,3,0,1
17,7,0,0
0,0,1,5
15,5,4,0
16,5,7,1
22,7,4,2
35,15,9,5
10,3,2,0
8,8,0,3
8,4,0,4
33,17,4,4
14,9,8,3
0,0,5,1
10,12,1,2
13,9,0,1
14,2,3,1
16,14,3,5
14,10,3,4
15,12,1,1
8,7,1,1
2,2,0,0
6,2,4,3
32,9,3,1
1,3,0,0
23,13,2,6
9,2,0,2
17,7,6,4
3,2,0,2
4,1,0,0
19,8,4,5
17,15,2,4
4,5,1,0
8,11,0,1
5,3,0,3
5,9,1,5
7,7,0,1
27,18,7,10
3,0,0,0
14,10,2,3
2,3,0,0
4,6,2,3
26,6,3,1
9,12,0,3
2,4,0,0
7,10,0,1
11,19,0,3
7,13,1,1
7,3,2,3
27,20,1,7
28,7,8,2
5,5,0,4
3,5,0,2
2,5,1,1
4,4,0,1
1,3,0,0
3,6,1,3
0,2,1,2
5,7,0,4
1,4,0,3
2,4,0,0
19,7,5,3
9,11,2,4
31,16,2,7
0,2,0,0
20,18,3,7
5,3,1,1
13,4,5,3
8,7,2,5
24,30,1,9
27,23,8,8
114,60,18,13
2,6,0,1
1,11,0,1
19,2,1,1
6,7,1,0
6,3,12,6
8,4,6,2
4,2,0,1
5,1,0,0
20,10,3,7
8,4,1,0
2,4,1,0
6,4,0,0
4,4,0,0
3,3,0,1
7,8,2,1
16,5,1,0
1,4,1,1
55,18,5,4
13,7,2,2
14,5,4,0
13,7,3,0
4,5,0,0
16,12,5,3
46,59,3,12
12,6,2,2
7,4,1,1
11,5,2,1
23,20,1,7
18,17,3,2
21,12,0,1
8,8,0,0
3,3,0,0
1,1,0,1
2,0,2,2
12,4,0,1
15,5,1,0
3,12,0,3
13,11,1,0
5,4,0,0
6,7,0,3
14,3,2,0
10,10,3,4
0,2,0,1
2,3,0,2
15,6,3,1
10,3,1,0
5,11,0,0
3,4,1,1
4,0,0,0
3,4,0,0
52,16,8,4
3,1,0,0
4,2,0,0
9,4,3,1
0,7,0,2
0,0,0,3
3,4,1,2
2,3,0,1
9,11,4,3
11,2,0,0
25,12,4,4
8,6,0,2
8,8,0,3
1,8,0,1
14,6,0,2
32,35,6,6
8,6,0,1
4,8,0,0
5,4,0,1
2,4,1,2
1,5,0,1
3,4,0,0
18,18,2,7
20,23,3,6
10,7,1,4
1,5,1,0
4,5,1,0
10,5,1,3
16,13,2,0
17,12,3,0
5,15,0,2
19,7,3,6
4,4,2,3
3,7,0,2
11,5,0,3
5,1,1,0
10,10,1,1
0,6,2,1
22,10,2,1
13,4,1,0
6,2,3,1
4,8,0,2
6,1,0,1
15,16,1,2
8,4,0,0
6,6,0,2
10,7,4,2
13,7,3,3
18,16,0,5
11,14,0,2
5,14,0,1
7,7,0,1
1,4,0,3
8,7,4,0
7,13,1,6
1,7,0,1
4,1,2,1
7,7,0,3
10,9,2,2
13,11,2,4
2,1,0,0
9,5,1,1
17,8,2,3
8,6,0,0
15,5,3,2
23,11,3,2
1,3,0,0
5,8,0,3
7,7,1,4
7,3,0,1
8,5,1,2
9,10,0,1
11,10,3,4
5,8,3,5
12,18,1,6
26,28,2,4
4,5,3,0
15,5,1,0
8,7,0,2
7,3,0,1
12,7,1,3
2,4,0,3
17,18,0,8
30,15,2,3
1,2,0,1
9,7,0,2
1,5,1,2
10,6,5,2
5,6,0,2
3,1,1,0
4,5,1,2
7,3,2,3
9,2,2,0
3,2,1,2
7,1,0,0
21,6,5,4
12,10,2,4
23,12,3,1
30,17,2,2
11,7,1,1
10,4,2,2
15,9,0,1
11,7,4,1
10,5,2,0
12,1,0,0
14,5,2,2
0,0,3,0
5,5,1,1
10,9,3,0
6,1,1,0
11,4,0,0
13,2,0,0
10,6,11,6
6,1,6,1
4,10,1,4
7,4,0,1
51,26,10,6
4,13,0,1
10,6,1,1
7,2,0,1
8,5,1,1
4,6,2,0
8,8,2,0
3,8,1,1
11,6,4,2
1,1,0,0
13,7,6,3
3,1,0,2
5,5,4,3
3,0,0,1
3,7,0,2
11,6,0,4
1,3,0,2
2,3,1,0
8,2,0,0
8,4,4,1
18,9,0,3
12,1,4,3
8,3,1,3
12,4,6,2
10,8,1,0
18,5,3,1
11,3,6,1
7,3,2,0
18,0,6,0
12,6,7,0
11,8,3,0
9,0,4,2
6,2,1,1
9,2,1,0
11,1,0,1
6,3,2,0
9,6,0,3
12,2,0,1
9,5,1,1
15,6,2,3
19,6,8,0
9,14,1,1
16,10,2,2
8,3,0,0
7,5,2,1
3,4,1,3
26,4,2,0
7,9,1,1
6,1,5,2
15,6,5,3
8,8,0,1
9,11,1,3
12,6,1,2
8,4,2,2
4,0,1,0
15,5,2,2
16,4,1,0
2,3,1,2
1,1,0,1
2,2,3,1
10,3,3,3
3,4,5,1
1,0,3,1
8,3,0,1
9,2,2,0
23,7,6,4
9,5,1,0
7,1,1,1
5,3,4,1
6,4,1,0
5,5,2,2
5,3,1,4
8,4,2,1
9,5,1,3
6,6,1,1
12,14,3,2
2,5,0,3
4,6,1,1
29,13,8,4
8,12,2,1
10,10,2,5
13,4,1,1
12,2,5,1
4,9,4,4
24,21,7,2
2,14,2,4
22,11,0,3
3,2,0,1
2,2,2,0
4,3,0,0
5,3,1,2
5,1,0,1
5,1,0,0
17,8,1,2
4,8,0,1
15,21,0,8
10,13,2,5
1,1,0,2
6,3,0,0
1,3,0,1
1,8,1,1
5,10,0,1
11,10,1,2
9,9,0,2
1,3,0,2
33,28,2,10
5,0,0,0
4,0,0,0
5,1,2,0
2,1,2,2
0,1,0,0
11,9,2,1
2,0,0,1
2,4,15,16
3,5,1,0
24,15,4,2
4,5,0,4
12,4,3,3
11,1,0,0
7,5,2,2
20,11,0,2
13,13,2,4
5,1,0,0
6,3,2,1
12,0,3,1
4,1,0,0
4,2,1,2
2,3,1,1
10,4,1,4
1,0,0,0
8,6,2,1
3,4,2,2
2,4,0,1
8,8,0,4
2,1,0,0
10,1,0,0
3,6,0,4
4,7,0,2
11,5,3,0
8,5,1,6
2,17,0,0
9,7,0,5
8,5,2,1
25,16,7,3
19,10,6,2
22,10,4,1
15,9,1,5
11,7,1,1
11,5,0,0
0,2,1,1
7,0,0,0
6,1,4,3
14,11,4,4
10,8,2,3
2,9,2,1
5,3,1,3
4,6,0,0
1,1,1,0
2,2,0,1
7,25,1,10
5,8,1,2
1,9,0,1
23,9,0,2
6,2,0,0
11,2,1,1
5,4,2,1
8,5,0,0
2,3,1,1
1,2,0,0
23,22,1,11
5,2,0,0
3,3,1,1
6,1,2,0
6,3,0,1
5,7,0,3
1,0,0,2
2,1,1,1
47,15,6,0
4,2,1,0
13,13,1,1
10,13,2,4
17,27,2,5
10,9,2,5
22,16,0,4
6,7,0,2
13,12,1,1
7,6,0,4
37,27,2,7
10,17,0,3
43,38,1,7
1,10,0,2
1,3,1,1
5,2,1,0
4,1,4,0
6,3,0,1
14,4,0,3
12,4,0,2
20,9,2,4
5,3,2,2
11,3,1,1
6,2,0,1
11,9,1,3
10,6,2,1
3,6,3,1
1,0,0,0
3,2,0,3
6,6,1,2
4,3,0,3
5,3,1,1
9,16,2,8
12,5,1,3
8,8,0,1
2,8,0,1
9,9,1,0
15,3,0,1
11,12,2,4
23,6,3,5
13,16,3,5
5,1,1,0
1,1,1,0
31,25,10,12
13,8,2,0
6,10,4,4
33,46,4,10
15,24,0,3
7,5,1,1
3,4,0,4
1,2,1,1
30,22,3,3
3,5,2,0
6,7,0,3
0,2,0,1
11,10,1,3
4,14,2,1
15,10,0,0
4,9,0,1
3,2,1,2
3,7,0,0
8,2,1,2
2,5,0,2
17,13,0,2
8,2,3,1
0,2,0,0
2,2,0,0
19,16,3,2
7,10,2,2
1,0,1,0
8,6,0,3
9,11,1,3
1,1,0,0
0,2,0,0
7,6,0,0
4,10,0,2
22,18,1,4
26,17,2,3
4,6,1,0
5,6,0,2
10,7,2,2
7,8,1,2
1,3,0,2
4,8,2,3
12,8,1,3
15,12,2,5
13,6,1,2
2,3,0,1
7,12,2,4
21,8,5,4
9,4,0,2
0,1,0,0
4,5,0,1
4,3,0,4
47,48,2,18
11,7,4,1
3,10,1,2
7,13,0,5
12,23,3,5
4,2,0,0
13,8,0,0
4,3,0,0
2,0,2,1
4,11,1,2
9,11,0,2
5,12,2,4
9,14,6,5
2,2,0,0
18,7,0,2
1,4,1,3
12,6,0,4
18,17,1,4
11,4,3,2
9,2,1,2
15,12,0,1
17,12,1,5
9,6,1,2
8,2,1,1
13,4,1,3
17,28,2,8
1,2,0,2
3,4,2,0
8,4,0,0
4,1,2,1
14,13,1,3
6,4,0,0
7,5,1,4
10,11,1,3
25,10,5,3
1,1,1,2
5,3,0,0
24,10,3,2
6,0,0,3
7,10,3,2
16,9,5,1
28,51,1,4
12,12,0,6
6,2,0,1
7,8,4,0
11,12,0,4
6,3,3,0
38,26,6,13
13,7,4,1
8,11,0,1
20,25,4,4
15,4,4,0
1,4,0,1
2,1,0,1
3,3,0,1
7,5,2,0
17,26,5,5
2,1,1,2
18,21,2,3
12,23,1,5
48,26,19,17
13,12,2,4
20,18,1,1
8,4,0,0
8,5,4,4
7,3,1,0
0,0,2,0
9,1,6,0
2,6,1,1
7,0,1,0
46,31,4,3
3,2,0,1
8,3,3,2
3,2,0,3
14,10,1,0
1,3,1,1
6,2,3,2
21,17,2,7
2,3,0,0
19,8,1,1
7,13,0,0
40,22,1,7
3,5,3,1
7,2,1,2
9,8,0,1
16,10,0,1
3,5,1,2
35,50,6,9
11,15,1,2
4,6,0,1
9,4,2,3
4,3,1,2
5,0,1,0
7,2,4,1
5,7,1,0
10,4,0,0
14,6,2,1
45,20,11,8
4,2,0,1
8,6,1,1
8,3,0,4
1,2,0,0
8,4,0,1
10,7,3,4
15,13,0,2
16,7,3,2
37,9,7,2
1,3,1,0
9,5,1,0
10,4,1,2
16,17,3,0
5,7,0,1
2,1,4,2
10,12,2,0
15,12,2,3
5,7,0,1
12,13,3,2
9,5,0,1
13,10,1,4
7,7,0,0
7,10,1,2
7,5,0,1
14,12,0,3
17,12,3,4
15,11,0,1
8,1,3,2
17,3,5,1
2,7,0,1
4,7,2,0
5,3,0,1
21,16,4,2
3,2,2,0
9,14,1,2
8,3,0,0
1,5,0,0
1,3,0,0
2,4,0,0
12,3,0,2
5,7,0,2
31,28,3,2
16,13,1,2
16,8,0,0
54,54,3,12
12,6,4,1
17,6,3,1
21,6,5,4
1,2,0,0
17,21,1,1
7,8,0,1
7,1,1,0
10,13,4,4
10,3,0,1
7,0,0,3
3,1,0,2
6,1,1,3
33,14,15,6
17,4,3,0
5,6,1,3
1,5,0,1
1,4,0,0
19,12,3,3
5,13,2,1
4,1,0,2
8,5,1,1
9,4,1,2
7,1,0,0
5,4,3,1
17,19,1,3
12,8,0,2
16,7,2,4
17,2,7,2
21,12,1,3
2,1,1,0
94,82,7,17
13,2,3,1
13,6,0,1
17,7,1,0
1,4,0,0
56,32,16,4
5,1,0,1
5,1,1,1
10,13,1,1
9,3,0,0
27,11,0,2
18,5,0,0
7,1,0,1
13,9,3,3
12,5,0,3
4,1,0,3
11,10,1,1
22,18,0,3
18,16,1,7
4,5,0,2
5,4,1,1
10,5,0,0
10,9,0,1
26,9,1,0
9,3,4,1
7,6,1,1
23,13,4,3
7,13,0,6
4,4,2,0
19,15,5,1
11,13,1,3
11,4,0,3
27,6,5,1
3,3,1,3
7,4,0,2
5,4,3,3
4,0,0,2
3,4,1,2
0,0,2,0
14,8,1,2
16,7,0,1
16,10,2,3
15,8,3,0
14,6,2,0
16,4,2,0
1,0,0,0
95,61,12,14
10,12,1,2
10,9,1,3
15,4,5,2
11,1,2,3
18,10,1,0
0,0,4,1
0,0,3,0
0,0,1,1
5,7,1,5
2,2,0,3
9,6,0,2
2,3,0,1
6,14,1,6
28,7,4,6
21,7,5,4
6,5,0,1
1,0,0,0
9,1,1,2
2,2,0,0
1,11,0,1
7,6,0,1
25,11,2,9
64,23,7,6
5,4,0,1
8,5,1,3
50,26,6,6
23,9,6,6
8,2,2,1
9,8,2,4
8,2,0,6
7,4,0,0
25,13,4,2
8,4,0,4
5,4,2,3
4,1,1,0
4,6,0,0
7,5,3,1
4,4,0,0
5,3,1,2
12,3,1,1
12,7,0,0
2,2,3,1
2,1,1,0
4,2,1,1
1,3,0,0
1,2,0,0
20,9,1,1
1,1,1,0
8,4,2,1
9,14,1,4
34,15,5,2
7,13,0,0
14,13,3,2
13,10,0,2
7,1,2,0
12,15,2,1
16,2,1,1
14,12,0,2
3,9,2,3
6,0,1,1
5,3,2,1
4,4,1,3
4,3,0,0
17,6,5,5
26,8,0,4
4,9,0,1
16,6,2,0
8,2,1,1
8,3,2,4
13,14,4,3
2,4,2,0
4,5,0,1
25,16,0,4
1,2,2,0
16,24,0,7
3,3,0,0
14,12,2,4
5,6,3,1
2,2,1,0
47,25,5,6
27,44,3,8
4,0,1,0
4,3,1,1
1,0,2,0
23,16,8,6
15,16,3,5
16,7,2,2
3,4,0,1
1,1,0,1
10,6,0,2
6,4,3,0
7,4,0,0
3,6,0,0
3,1,1,1
4,1,0,2
13,12,1,0
1,0,1,0
3,0,0,0
27,31,5,16
4,2,0,1
7,8,3,2
8,2,0,1
3,4,2,0
32,17,3,4
9,15,3,3
2,4,0,0
7,11,1,0
24,28,3,8
7,4,1,0
1,2,0,0
3,1,1,0
11,7,1,0
12,11,0,0
9,9,1,1
38,22,2,5
15,3,1,4
10,4,2,0
13,7,0,3
12,10,3,2
6,6,0,1
2,1,0,2
14,9,4,1
1,1,0,1
10,9,1,0
10,4,0,0
10,8,2,1
15,4,3,1
4,5,0,1
20,14,0,2
24,17,0,3
2,4,1,0
46,36,8,6
4,1,2,0
36,36,8,15
4,0,3,0
10,17,1,3
10,7,3,4
24,12,4,1
3,3,0,1
0,8,0,5
5,6,0,0
3,4,0,0
5,13,2,4
1,4,0,0
6,9,2,4
10,4,7,1
14,5,2,1
8,3,8,0
18,4,0,3
13,2,1,0
14,12,4,0
14,2,4,1
30,16,3,1
33,14,5,1
13,5,0,2
10,4,2,1
11,3,4,2
6,2,6,0
9,7,0,2
11,5,3,0
15,7,2,2
10,3,1,2
4,4,2,1
11,12,1,3
2,0,0,0
0,1,0,0
7,2,0,2
10,7,1,1
5,6,1,0
26,21,3,9
3,3,0,0
30,14,5,6
4,1,0,0
9,17,1,4
17,15,3,0
8,11,0,0
3,4,0,1
6,8,0,1
3,6,0,3
6,2,6,0
5,2,4,0
5,12,0,1
3,1,4,2
5,3,4,0
6,1,0,1
0,2,0,2
1,1,1,0
3,2,0,0
12,4,0,1
5,1,0,1
3,4,1,1
32,23,14,8
14,4,1,1
7,9,0,1
7,6,0,2
10,8,2,2
10,5,0,4
1,1,0,1
10,8,0,5
4,4,1,2
5,18,1,2
0,0,0,1
0,10,2,2
0,0,0,1
10,8,0,1
6,3,0,1
4,0,1,0
7,9,0,0
6,3,2,2
35,27,6,4
4,4,0,1
9,4,1,2
19,28,2,5
16,23,5,7
14,10,0,4
17,26,1,8
3,4,0,2
22,18,4,4
24,19,2,10
5,2,1,0
22,24,5,3
6,9,0,1
2,5,0,0
6,3,0,1
24,33,2,9
6,2,0,1
34,27,2,5
2,8,0,4
5,1,0,0
5,5,2,0
20,13,3,2
15,15,0,2
2,5,1,1
12,15,5,2
13,12,1,1
24,19,4,6
12,4,0,0
36,18,2,4
8,6,1,2
36,28,13,13
9,1,8,7
18,6,1,3
0,14,0,2
6,6,1,6
2,7,0,4
10,6,0,5
44,24,6,4
16,7,1,1
16,44,5,7
10,2,1,2
9,5,2,0
9,4,1,4
22,9,2,4
9,7,0,0
17,4,3,4
6,6,0,2
4,6,1,1
3,6,1,4
20,10,1,3
1,1,0,0
2,5,0,1
4,4,0,0
4,6,2,0
5,7,1,1
5,5,1,2
9,3,2,0
15,12,6,1
30,19,8,8
9,2,3,3
5,7,0,3
22,9,7,1
6,5,1,1
14,9,0,1
7,4,2,3
30,17,3,5
93,59,8,12
1,5,2,0
27,17,3,6
5,6,2,3
18,9,6,3
6,6,6,4
6,2,1,3
14,5,0,5
0,2,0,0
2,1,0,0
34,17,2,3
1,13,0,1
13,6,1,0
15,3,3,4
9,11,1,3
4,10,3,1
7,8,3,3
2,2,0,1
5,7,0,2
2,5,0,3
5,4,0,2
3,2,2,1
2,1,1,0
15,3,4,3
12,12,0,0
10,16,0,3
8,7,0,4
7,1,2,0
4,21,0,4
6,8,0,3
4,5,1,4
3,6,2,1
14,14,3,4
3,1,0,4
4,11,2,6
1,3,2,1
8,9,0,1
15,5,2,5
8,5,1,1
14,7,3,2
7,0,1,1
19,18,2,4
12,11,0,2
10,9,2,1
33,18,3,5
23,15,6,4
6,1,2,0
5,7,1,1
4,1,0,0
6,5,0,0
6,3,3,2
6,5,5,2
5,9,2,1
5,4,3,2
3,1,2,2
6,3,0,0
10,9,1,0
4,1,1,1
6,2,2,0
2,7,0,1
7,4,0,3
49,21,5,7
11,15,1,5
5,1,0,2
1,3,0,0
29,11,6,8
39,17,8,8
8,3,1,2
4,3,0,0
4,1,1,1
3,2,2,1
2,0,0,1
9,2,2,2
6,3,1,1
11,5,2,0
9,1,2,2
9,6,2,1
8,3,2,1
6,7,1,1
8,3,3,0
2,2,1,1
4,2,0,1
0,0,0,2
4,0,1,1
2,2,1,2
3,3,1,0
5,0,3,2
17,6,2,2
0,3,1,0
11,7,2,3
14,10,0,0
7,0,1,1
12,4,2,1
20,1,8,1
26,15,4,3
4,3,0,1
10,7,3,0
15,14,1,3
16,12,2,3
5,3,0,1
12,13,3,2
1,1,0,0
5,12,4,3
6,3,0,0
6,8,0,2
12,6,0,1
18,11,2,0
9,13,1,1
5,2,0,1
11,14,1,4
9,1,8,1
4,0,3,1
6,1,3,0
16,9,2,3
16,9,2,3
12,16,3,3
4,3,0,4
0,2,0,0
9,6,1,0
5,0,0,1
14,6,0,1
8,1,1,0
6,4,3,0
6,6,2,3
2,2,0,2
0,1,1,0
4,4,1,1
13,15,0,2
19,8,1,8
2,3,0,3
7,5,2,0
21,12,7,3
2,1,0,0
7,3,1,0
28,16,12,3
8,5,2,2
6,1,1,0
14,16,4,1
0,5,0,1
18,12,3,3
10,9,0,2
21,10,5,1
17,8,3,5
3,3,2,1
7,9,1,4
14,6,1,3
2,2,0,0
12,16,1,2
1,0,1,0
3,5,0,0
2,6,0,0
16,23,1,2
2,6,1,0
4,3,3,0
9,11,1,5
4,7,2,0
5,8,0,4
7,5,0,0
3,0,1,3
12,4,4,2
15,3,1,0
4,1,0,1
0,1,0,0
16,6,3,2
6,7,0,1
7,5,0,1
6,4,0,1
28,39,0,9
3,8,0,1
2,3,0,1
8,3,2,5
0,2,1,1
11,5,1,3
1,6,0,1
8,2,2,2
12,11,2,1
14,9,2,8
6,5,0,0
7,2,1,2
14,6,2,0
3,7,0,1
0,1,0,0
12,2,1,2
6,13,1,0
1,2,2,1
4,4,2,1
38,13,4,3
12,22,0,3
18,8,1,4
9,6,1,3
17,8,1,1
22,16,6,8
2,0,0,1
2,2,1,0
9,10,1,3
7,2,2,0
1,4,2,1
6,2,0,1
53,23,9,9
13,17,1,4
7,12,1,2
7,10,1,1
3,8,0,2
25,7,3,4
5,9,2,4
7,4,3,3
4,5,1,0
22,8,1,3
10,8,2,3
15,4,9,0
7,7,1,1
36,25,7,8
55,29,8,4
11,11,0,5
27,21,3,7
5,2,2,2
0,5,1,0
2,2,0,0
11,5,1,3
18,11,1,4
39,21,9,3
18,5,4,2
6,4,2,1
6,4,2,2
5,2,0,1
17,9,1,4
8,4,2,3
18,11,1,6
21,19,4,5
7,8,5,2
3,11,0,4
9,2,0,1
13,6,3,1
3,5,0,2
3,5,2,2
11,5,3,1
14,4,1,0
25,11,3,1
1,2,0,0
15,16,1,3
12,8,0,2
8,6,1,0
24,32,0,2
5,4,3,1
3,5,2,1
15,7,0,3
4,3,0,1
5,2,0,1
13,7,3,1
8,4,0,1
11,4,2,2
18,5,2,0
2,2,0,1
7,3,2,2
14,9,2,2
3,4,0,0
24,20,1,4
4,12,1,1
1,11,0,4
4,5,0,1
10,5,5,1
1,6,1,1
6,2,0,1
6,1,0,1
11,9,3,4
4,4,2,0
82,76,17,18
1,1,1,2
4,2,0,0
7,4,1,1
0,2,0,2
5,4,1,4
6,14,0,2
5,4,0,0
19,13,4,1
4,7,0,0
9,3,2,2
10,5,4,3
19,19,1,1
5,9,0,1
27,4,11,3
11,8,0,6
11,16,0,3
2,7,1,1
34,26,3,10
6,4,2,1
3,4,0,2
1,10,1,2
5,5,0,3
9,5,1,0
11,6,2,3
4,11,0,2
6,3,0,0
9,6,1,0
1,2,0,0
6,4,2,1
11,4,3,3
52,22,28,19
7,4,4,2
14,15,1,3
2,4,0,1
14,1,1,3
4,1,1,3
3,1,0,0
7,3,1,0
11,3,0,0
10,5,0,2
2,2,0,2
5,4,0,1
2,2,1,0
4,1,1,0
18,4,10,6
15,6,1,0
14,8,0,3
7,12,3,3
10,32,0,4
10,11,2,2
5,10,0,4
4,8,1,3
3,4,0,0
8,5,2,5
2,1,0,1
22,8,1,3
18,11,3,1
5,1,1,6
23,10,0,4
15,11,2,2
22,15,1,2
19,10,1,8
33,11,2,4
17,12,2,8
22,10,1,7
28,16,5,3
30,11,11,2
20,10,3,3
15,13,5,2
19,14,1,3
22,10,8,3
26,19,5,2
27,16,5,2
9,8,3,2
21,18,3,3
25,13,5,7
10,8,6,11
4,3,0,1
5,9,0,1
33,22,2,6
2,4,1,2
4,7,0,1
12,12,0,2
13,8,1,1
3,0,0,0
9,22,1,4
4,4,0,1
2,4,4,2
54,24,2,10
0,1,0,0
12,6,0,3
7,5,0,1
2,5,0,4
3,1,0,3
8,3,0,1
0,0,1,0
0,4,0,0
7,9,0,2
2,4,0,0
4,1,1,0
1,5,1,1
3,5,0,1
3,6,0,1
16,10,1,1
3,3,0,1
4,4,2,0
6,4,3,0
3,4,0,0
5,2,0,1
1,3,1,1
