SubjectID,UnemSpell,Censored,Age,Sex,Education,Race,NumDependents,UI,Married,CountyUnemRate,Homeowner,HourWageLastYear
5818,26,1,27,0,9,1,1,0,0,7,0,550
2786,12,0,47,0,11,0,4,1,1,6,0,577
2786,2,0,46,0,11,0,5,1,1,7,0,584
941,26,0,24,0,12,0,3,1,1,8,1,1284
941,6,0,24,0,12,0,3,1,1,9.5,1,366
1589,22,1,20,0,11,1,1,0,0,7,0,80
5856,3,0,57,0,4,1,1,0,0,7,0,486
5801,100,0,21,1,12,1,3,0,0,8,0,0
5204,5,0,21,1,13,0,1,0,0,5,0,453
6764,2,0,33,0,12,1,2,1,0,8,0,658
1813,13,0,23,0,12,1,1,1,0,7,0,439
6764,2,0,32,0,8,1,3,1,0,8,1,592
2302,11,0,25,0,10,0,3,0,1,13,0,275
6115,52,1,30,1,11,1,3,0,0,11,0,0
6598,78,1,28,0,15,1,4,0,1,6,0,606
5856,2,0,58,0,11,1,1,0,0,7,0,368
5656,15,0,30,0,12,1,1,0,0,7,0,401
5656,8,0,29,0,12,1,1,0,0,5,0,406
5655,26,0,21,0,11,1,3,1,0,7,0,96
487,20,0,24,0,11,0,4,1,1,7,0,167
487,39,1,39,0,9,0,3,0,1,9,1,417
6261,16,0,28,0,12,1,1,1,0,8,0,455
6261,13,1,28,0,12,1,1,1,0,7,0,337
5008,22,1,25,0,15,1,4,1,0,7,0,220
5660,20,0,46,0,11,1,3,1,1,12,1,1285
5660,13,0,45,0,11,1,3,1,1,13,1,568
5660,34,0,25,0,11,1,2,1,1,13,0,544
5064,30,1,35,1,13,1,5,0,0,12,1,782
5683,3,0,25,0,12,1,1,0,0,8,0,713
6663,22,0,30,0,12,1,3,1,1,11,0,911
6156,4,0,20,0,12,1,1,0,0,7,0,418
6200,26,0,28,0,14,1,2,1,1,7,0,707
5713,30,0,29,1,12,0,2,1,0,7,0,244
1216,8,0,26,0,10,1,1,0,0,7,0,295
2447,20,0,22,0,12,0,2,0,0,6,0,410
2447,12,0,52,0,12,0,1,1,1,5,0,648
5085,78,1,32,0,13,1,1,1,0,7,0,0
5991,8,0,20,1,12,1,1,0,0,7,0,346
6107,9,0,23,0,9,1,5,0,1,7,0,1204
5721,16,0,59,0,8,1,9,1,1,7,0,756
1829,26,0,21,0,12,0,1,1,0,4,0,712
